Customer,Date,Product_weight,Product_price,Gender,Branch/Locker,Location,InvoiceId
DPG441610,2022-10-03,6.6,36300.0,M,G-Location 2,Yerevan,INV-3365
YEF931135,2022-10-03,6.28,37680.0,F,G-Location 1,Yerevan,INV-3366
OMK182035,2022-10-03,0.1,250.0,F,G-Location 2,Yerevan,INV-3367
JKK480592,2022-10-03,0.27,1350.0,M,G-Location 1,Yerevan,INV-3368
XLE759261,2022-10-03,0.11,275.0,F,G-Location 3,Yerevan,INV-3369
RUZ417333,2022-10-03,3.01,18060.0,M,G-Location 3,Yerevan,INV-3370
TEZ795570,2022-10-03,2.44,4880.0,M,G-Location 4,Yerevan,INV-3371
EVW409322,2022-10-03,4.52,24860.0,M,G-Location 5,Yerevan,INV-3372
HAB911842,2022-10-03,0.72,5760.0,M,G-Location 5,Yerevan,INV-3373
FBX285058,2022-10-03,1.4,9100.0,M,G-Location 2,Yerevan,INV-3374
JGU380862,2022-10-03,2.46,6150.0,F,G-Location 5,Yerevan,INV-3375
SFJ937165,2022-10-03,0.81,4050.000000000001,F,G-Location 4,Yerevan,INV-3376
PII838056,2022-10-03,5.78,46240.0,M,G-Location 2,Yerevan,INV-3377
KEM315928,2022-10-03,7.18,43080.0,F,G-Location 3,Yerevan,INV-3378
GNB475317,2022-10-03,4.54,22700.0,F,G-Location 5,Yerevan,INV-3379
NLW434190,2022-10-03,7.85,43175.0,M,G-Location 4,Yerevan,INV-3380
VGN119155,2022-10-03,2.87,22960.0,M,G-Location 5,Yerevan,INV-3381
BUI347193,2022-10-03,2.97,17820.0,M,G-Location 4,Yerevan,INV-3382
LJP558262,2022-10-03,1.23,7380.0,F,G-Location 1,Yerevan,INV-3383
OII458840,2022-10-03,7.34,40370.0,M,G-Location 2,Yerevan,INV-3384
OAJ206176,2022-10-03,1.86,10230.0,M,G-Location 3,Yerevan,INV-3385
IJU447576,2022-10-03,6.11,39715.0,F,G-Location 2,Yerevan,INV-3386
RVJ750370,2022-10-03,6.59,16475.0,F,G-Location 4,Yerevan,INV-3387
DHS506786,2022-10-03,6.12,36720.0,M,G-Location 3,Yerevan,INV-3388
VFQ641220,2022-10-03,2.02,12120.0,F,G-Location 3,Yerevan,INV-3389
QYV196131,2022-10-03,3.78,30240.0,F,G-Location 4,Yerevan,INV-3390
UWK298576,2022-10-03,6.91,17275.0,M,G-Location 1,Yerevan,INV-3391
GKF500971,2022-10-03,2.53,5060.0,F,G-Location 4,Yerevan,INV-3392
FWP182898,2022-10-03,0.79,5135.0,F,G-Location 3,Yerevan,INV-3393
XLV197396,2022-10-03,2.98,19370.0,M,G-Location 5,Yerevan,INV-3394
CNY181905,2022-10-03,5.91,29550.0,M,G-Location 4,Yerevan,INV-3395
ROO490310,2022-10-03,5.47,35555.0,M,G-Location 2,Yerevan,INV-3396
USZ952098,2022-10-03,7.07,35350.0,M,G-Location 5,Yerevan,INV-3397
LHJ272066,2022-10-03,4.58,36640.0,F,G-Location 4,Yerevan,INV-3398
DFP501081,2022-10-03,6.43,32150.0,M,G-Location 4,Yerevan,INV-3399
XCC307934,2022-10-03,6.83,17075.0,F,G-Location 5,Yerevan,INV-3400
KFO384540,2022-10-04,1.14,2849.9999999999995,F,G-Location 2,Yerevan,INV-3401
BTP507107,2022-10-04,6.42,38520.0,F,G-Location 1,Yerevan,INV-3402
ROR971417,2022-10-04,1.51,12080.0,M,G-Location 3,Yerevan,INV-3403
MHV671658,2022-10-04,7.62,15240.0,M,G-Location 5,Yerevan,INV-3404
MZL582021,2022-10-04,4.58,22900.0,F,G-Location 5,Yerevan,INV-3405
WTR113927,2022-10-04,6.22,49760.0,F,G-Location 4,Yerevan,INV-3406
PZL990119,2022-10-04,2.91,16005.0,M,G-Location 3,Yerevan,INV-3407
GNY646774,2022-10-04,5.36,42880.0,F,G-Location 2,Yerevan,INV-3408
EHN503317,2022-10-04,7.72,38600.0,M,G-Location 4,Yerevan,INV-3409
CEA582310,2022-10-04,1.25,3125.0,M,G-Location 1,Yerevan,INV-3410
CJJ597998,2022-10-04,0.21,1680.0,M,G-Location 5,Yerevan,INV-3411
HOO968008,2022-10-04,0.14,280.0,M,G-Location 1,Yerevan,INV-3412
KTT344753,2022-10-04,2.35,18800.0,F,G-Location 3,Yerevan,INV-3413
EFW592351,2022-10-04,5.74,28700.0,M,G-Location 4,Yerevan,INV-3414
SOB348063,2022-10-04,5.5,30250.0,M,G-Location 1,Yerevan,INV-3415
UNC461930,2022-10-04,0.75,1875.0,F,G-Location 2,Yerevan,INV-3416
FMV107407,2022-10-04,1.31,3275.0,M,G-Location 3,Yerevan,INV-3417
MKG256657,2022-10-04,1.76,4400.0,F,G-Location 5,Yerevan,INV-3418
VLR624526,2022-10-04,3.53,19415.0,M,G-Location 4,Yerevan,INV-3419
NUZ596095,2022-10-04,6.23,34265.0,M,G-Location 3,Yerevan,INV-3420
BWL490393,2022-10-04,7.16,17900.0,M,G-Location 1,Yerevan,INV-3421
XLV197396,2022-10-04,3.13,25040.0,M,G-Location 4,Yerevan,INV-3422
CAE329000,2022-10-04,3.71,9275.0,M,G-Location 3,Yerevan,INV-3423
CKJ949457,2022-10-04,0.29,725.0,F,G-Location 3,Yerevan,INV-3424
ZQZ177764,2022-10-04,5.55,33300.0,F,G-Location 4,Yerevan,INV-3425
GKY921617,2022-10-04,4.52,11299.999999999998,M,G-Location 4,Yerevan,INV-3426
BEN757039,2022-10-04,3.54,7080.0,F,G-Location 1,Yerevan,INV-3427
JWX777387,2022-10-04,1.02,5100.0,F,G-Location 4,Yerevan,INV-3428
GKF500971,2022-10-04,3.89,25285.0,M,G-Location 2,Yerevan,INV-3429
CWW940990,2022-10-04,4.84,31460.0,M,G-Location 4,Yerevan,INV-3430
GWM888137,2022-10-04,5.65,36725.0,F,G-Location 1,Yerevan,INV-3431
SQP659692,2022-10-04,5.17,12925.0,M,G-Location 1,Yerevan,INV-3432
WNN811517,2022-10-04,4.13,26845.0,M,G-Location 3,Yerevan,INV-3433
COY362625,2022-10-04,6.49,35695.0,M,G-Location 4,Yerevan,INV-3434
OZR403296,2022-10-04,5.59,36335.0,F,G-Location 5,Yerevan,INV-3435
SND960320,2022-10-04,2.64,5280.0,F,G-Location 2,Yerevan,INV-3436
SFJ937165,2022-10-04,3.65,7300.0,F,G-Location 3,Yerevan,INV-3437
LDH282885,2022-10-04,4.86,38880.0,F,G-Location 3,Yerevan,INV-3438
FDY790226,2022-10-04,3.73,18650.0,M,G-Location 2,Yerevan,INV-3439
IFR435491,2022-10-04,2.1,10500.0,M,G-Location 4,Yerevan,INV-3440
YYY799208,2022-10-04,6.09,15225.0,M,G-Location 4,Yerevan,INV-3441
TBW866080,2022-10-04,6.81,34050.0,F,G-Location 2,Yerevan,INV-3442
PKK405272,2022-10-04,2.04,13260.0,F,G-Location 1,Yerevan,INV-3443
RAF508711,2022-10-04,3.01,16555.0,F,G-Location 3,Yerevan,INV-3444
UBO722302,2022-10-04,3.59,19745.0,F,G-Location 2,Yerevan,INV-3445
AWU673517,2022-10-04,3.87,19350.0,F,G-Location 4,Yerevan,INV-3446
MBM655545,2022-10-04,2.58,6450.0,M,G-Location 4,Yerevan,INV-3447
AXM110640,2022-10-04,3.46,19030.0,F,G-Location 2,Yerevan,INV-3448
HDT441906,2022-10-04,2.49,19920.0,M,G-Location 1,Yerevan,INV-3449
HAC413044,2022-10-04,5.75,37375.0,M,G-Location 1,Yerevan,INV-3450
BSB624382,2022-10-04,0.46,2300.0,F,G-Location 1,Yerevan,INV-3451
ZJJ803098,2022-10-04,0.52,2600.0,F,G-Location 5,Yerevan,INV-3452
MXD335854,2022-10-04,1.63,9780.0,M,G-Location 3,Yerevan,INV-3453
ART275171,2022-10-04,5.33,31980.0,M,G-Location 1,Yerevan,INV-3454
TRD576155,2022-10-04,1.27,6985.0,F,G-Location 2,Yerevan,INV-3455
SBN170325,2022-10-04,5.66,36790.0,M,G-Location 3,Yerevan,INV-3456
WYC232788,2022-10-04,7.07,56560.0,M,G-Location 4,Yerevan,INV-3457
OGK843253,2022-10-04,2.69,21520.0,F,G-Location 5,Yerevan,INV-3458
MYW518465,2022-10-04,1.94,15520.0,M,G-Location 3,Yerevan,INV-3459
CDM348023,2022-10-04,1.17,5850.0,M,G-Location 5,Yerevan,INV-3460
TOG962423,2022-10-04,5.96,32780.0,M,G-Location 4,Yerevan,INV-3461
OSE163149,2022-10-04,0.67,3350.0,F,G-Location 3,Yerevan,INV-3462
HEP996865,2022-10-04,0.22,550.0,F,G-Location 5,Yerevan,INV-3463
NIF476035,2022-10-04,7.14,57120.0,F,G-Location 5,Yerevan,INV-3464
FPG238380,2022-10-04,5.93,14825.0,F,G-Location 4,Yerevan,INV-3465
OKO420340,2022-10-04,6.59,39540.0,F,G-Location 4,Yerevan,INV-3466
FAA196117,2022-10-04,1.54,3080.0,M,G-Location 4,Yerevan,INV-3467
IJY647721,2022-10-04,4.71,23550.0,M,G-Location 2,Yerevan,INV-3468
JZI636947,2022-10-04,3.99,19950.0,F,G-Location 2,Yerevan,INV-3469
NUZ596095,2022-10-04,4.52,9040.0,M,G-Location 3,Yerevan,INV-3470
RQD907974,2022-10-04,7.91,63280.0,M,G-Location 1,Yerevan,INV-3471
JPM977133,2022-10-04,0.5,3250.0,F,G-Location 4,Yerevan,INV-3472
DOI481490,2022-10-04,4.29,21450.0,M,G-Location 1,Yerevan,INV-3473
VBA611599,2022-10-04,0.4,1000.0,F,G-Location 5,Yerevan,INV-3474
GPD275669,2022-10-04,7.16,39380.0,F,G-Location 4,Yerevan,INV-3475
MHF949780,2022-10-04,7.7,46200.0,F,G-Location 1,Yerevan,INV-3476
NBE227365,2022-10-04,5.74,34440.0,F,G-Location 2,Yerevan,INV-3477
QSW439080,2022-10-04,6.47,51760.0,M,G-Location 5,Yerevan,INV-3478
UFJ495199,2022-10-04,6.59,16475.0,F,G-Location 1,Yerevan,INV-3479
ZIT549457,2022-10-04,6.97,41820.0,F,G-Location 2,Yerevan,INV-3480
KVO444312,2022-10-04,3.85,21175.0,M,G-Location 1,Yerevan,INV-3481
KVI209792,2022-10-04,2.64,13200.0,M,G-Location 1,Yerevan,INV-3482
SXZ528370,2022-10-04,4.46,22300.0,F,G-Location 2,Yerevan,INV-3483
OAJ206176,2022-10-04,3.98,7960.0,M,G-Location 3,Yerevan,INV-3484
ZGV934805,2022-10-04,3.38,6760.0,F,G-Location 3,Yerevan,INV-3485
JUK709422,2022-10-04,7.69,19225.0,F,G-Location 5,Yerevan,INV-3486
TXB373754,2022-10-04,3.86,7720.0,M,G-Location 5,Yerevan,INV-3487
QAC630422,2022-10-04,0.35,1750.0,F,G-Location 2,Yerevan,INV-3488
YDK569604,2022-10-04,4.1,22550.0,F,G-Location 3,Yerevan,INV-3489
KYP568658,2022-10-04,6.97,41820.0,M,G-Location 4,Yerevan,INV-3490
VDY688455,2022-10-04,3.61,21660.0,M,G-Location 2,Yerevan,INV-3491
PTW486627,2022-10-04,3.91,21505.0,F,G-Location 3,Yerevan,INV-3492
LDH410768,2022-10-04,1.68,10080.0,F,G-Location 3,Yerevan,INV-3493
EKB749239,2022-10-04,5.08,40640.0,F,G-Location 3,Yerevan,INV-3494
BXT166201,2022-10-04,6.57,42705.0,F,G-Location 1,Yerevan,INV-3495
HAB911842,2022-10-04,4.2,33600.0,M,G-Location 1,Yerevan,INV-3496
WFV856968,2022-10-04,1.77,3540.0,F,G-Location 3,Yerevan,INV-3497
JNW631954,2022-10-04,6.35,50800.0,M,G-Location 4,Yerevan,INV-3498
ZFZ316415,2022-10-04,1.82,3640.0,M,G-Location 1,Yerevan,INV-3499
DBF577963,2022-10-04,5.22,26100.0,F,G-Location 4,Yerevan,INV-3500
TMI784963,2022-10-05,5.26,34190.0,F,G-Location 3,Yerevan,INV-3501
ALN161735,2022-10-05,6.81,37455.0,M,G-Location 2,Yerevan,INV-3502
QAJ673049,2022-10-05,4.16,10400.0,F,G-Location 1,Yerevan,INV-3503
ZMN949652,2022-10-05,3.24,8100.000000000001,M,G-Location 2,Yerevan,INV-3504
KCC488662,2022-10-05,1.33,8645.0,F,G-Location 4,Yerevan,INV-3505
RNG545434,2022-10-05,1.69,13520.0,M,G-Location 2,Yerevan,INV-3506
ZUS529606,2022-10-05,0.65,3250.0,F,G-Location 2,Yerevan,INV-3507
RAI994683,2022-10-05,2.82,14100.0,F,G-Location 3,Yerevan,INV-3508
CKJ949457,2022-10-05,3.97,19850.0,M,G-Location 3,Yerevan,INV-3509
YXS700863,2022-10-05,1.43,2860.0,F,G-Location 1,Yerevan,INV-3510
YTB161116,2022-10-05,3.89,23340.0,F,G-Location 1,Yerevan,INV-3511
KPQ105947,2022-10-05,0.23,1840.0,F,G-Location 4,Yerevan,INV-3512
JNI412629,2022-10-05,4.74,37920.0,F,G-Location 4,Yerevan,INV-3513
AXT299970,2022-10-05,0.98,6370.0,F,G-Location 2,Yerevan,INV-3514
UTH545899,2022-10-05,0.69,4485.0,F,G-Location 1,Yerevan,INV-3515
JDX144637,2022-10-05,1.11,5550.000000000001,M,G-Location 3,Yerevan,INV-3516
HJP500980,2022-10-05,7.06,35300.0,M,G-Location 5,Yerevan,INV-3517
QFC805666,2022-10-05,6.92,38060.0,F,G-Location 1,Yerevan,INV-3518
KND135723,2022-10-05,5.71,14275.0,F,G-Location 1,Yerevan,INV-3519
RZC996375,2022-10-05,0.12,660.0,F,G-Location 3,Yerevan,INV-3520
SZF595134,2022-10-05,6.22,49760.0,F,G-Location 3,Yerevan,INV-3521
QPQ991491,2022-10-05,6.93,34650.0,F,G-Location 3,Yerevan,INV-3522
BAJ698151,2022-10-05,0.29,1739.9999999999998,M,G-Location 4,Yerevan,INV-3523
UXF746034,2022-10-05,0.73,5840.0,M,G-Location 1,Yerevan,INV-3524
PYE407524,2022-10-05,3.36,21840.0,F,G-Location 4,Yerevan,INV-3525
SLE285600,2022-10-05,7.37,18425.0,M,G-Location 4,Yerevan,INV-3526
DZC697929,2022-10-05,6.17,15425.0,M,G-Location 2,Yerevan,INV-3527
KBR851856,2022-10-05,0.11,715.0,F,G-Location 3,Yerevan,INV-3528
HHW662078,2022-10-05,3.1,17050.0,M,G-Location 3,Yerevan,INV-3529
OMK182035,2022-10-05,6.24,49920.0,M,G-Location 2,Yerevan,INV-3530
CPE845367,2022-10-05,2.64,14520.0,M,G-Location 3,Yerevan,INV-3531
JGQ238585,2022-10-05,5.97,35820.0,F,G-Location 4,Yerevan,INV-3532
DLY336709,2022-10-05,3.64,20020.0,M,G-Location 3,Yerevan,INV-3533
QDF668116,2022-10-05,3.57,28560.0,M,G-Location 1,Yerevan,INV-3534
UXF746034,2022-10-05,5.45,43600.0,M,G-Location 4,Yerevan,INV-3535
FTI182191,2022-10-05,7.47,41085.0,M,G-Location 4,Yerevan,INV-3536
VLF258506,2022-10-05,0.63,3150.0,M,G-Location 3,Yerevan,INV-3537
XUU266356,2022-10-05,4.03,20150.0,M,G-Location 2,Yerevan,INV-3538
HVN804788,2022-10-05,0.85,6800.0,M,G-Location 4,Yerevan,INV-3539
JNP624987,2022-10-05,3.96,9900.0,M,G-Location 3,Yerevan,INV-3540
SQH796774,2022-10-05,7.93,39650.0,F,G-Location 4,Yerevan,INV-3541
NVL315692,2022-10-05,0.3,2400.0,M,G-Location 5,Yerevan,INV-3542
GLU128801,2022-10-05,5.48,30140.000000000004,M,G-Location 5,Yerevan,INV-3543
NKR698256,2022-10-05,3.39,18645.0,F,G-Location 5,Yerevan,INV-3544
IBP313262,2022-10-05,7.38,40590.0,M,G-Location 5,Yerevan,INV-3545
SBP860826,2022-10-05,4.96,32240.0,F,G-Location 5,Yerevan,INV-3546
QIX435501,2022-10-05,0.89,5340.0,F,G-Location 4,Yerevan,INV-3547
KCR707895,2022-10-05,6.67,33350.0,M,G-Location 5,Yerevan,INV-3548
MGK206700,2022-10-05,1.34,8710.0,F,G-Location 1,Yerevan,INV-3549
QYX495488,2022-10-05,4.16,33280.0,F,G-Location 2,Yerevan,INV-3550
TDE159809,2022-10-05,6.58,42770.0,F,G-Location 5,Yerevan,INV-3551
NXZ731344,2022-10-05,3.87,30960.0,M,G-Location 5,Yerevan,INV-3552
USZ952098,2022-10-05,5.45,35425.0,F,G-Location 4,Yerevan,INV-3553
XRV888860,2022-10-05,7.89,47340.0,M,G-Location 1,Yerevan,INV-3554
MMU427686,2022-10-05,5.36,29480.0,M,G-Location 2,Yerevan,INV-3555
HVW990354,2022-10-05,1.18,5900.0,M,G-Location 2,Yerevan,INV-3556
JRH587735,2022-10-05,1.3,10400.0,F,G-Location 2,Yerevan,INV-3557
COG533445,2022-10-05,3.4,20400.0,M,G-Location 2,Yerevan,INV-3558
HHA672202,2022-10-05,4.12,26780.0,F,G-Location 5,Yerevan,INV-3559
YZN170575,2022-10-05,3.22,17710.0,F,G-Location 1,Yerevan,INV-3560
BRG451607,2022-10-05,7.71,50115.0,F,G-Location 4,Yerevan,INV-3561
AXA845292,2022-10-05,6.02,36120.0,M,G-Location 4,Yerevan,INV-3562
LZY127857,2022-10-05,3.85,9625.0,M,G-Location 2,Yerevan,INV-3563
GVV230778,2022-10-05,1.37,6850.000000000001,M,G-Location 4,Yerevan,INV-3564
MHG782739,2022-10-05,2.95,14750.0,F,G-Location 4,Yerevan,INV-3565
OAH508202,2022-10-05,0.77,1925.0,F,G-Location 5,Yerevan,INV-3566
YWV683832,2022-10-05,5.73,45840.0,M,G-Location 5,Yerevan,INV-3567
WSI769995,2022-10-05,4.34,8680.0,M,G-Location 3,Yerevan,INV-3568
FMR509017,2022-10-05,1.82,4550.0,M,G-Location 3,Yerevan,INV-3569
GPR813090,2022-10-05,5.54,44320.0,M,G-Location 1,Yerevan,INV-3570
YIP466497,2022-10-05,0.41,2255.0,M,G-Location 3,Yerevan,INV-3571
WBV282223,2022-10-05,4.76,38080.0,F,G-Location 3,Yerevan,INV-3572
GXM758922,2022-10-05,6.09,30450.0,M,G-Location 4,Yerevan,INV-3573
HUI349406,2022-10-05,2.44,14640.0,M,G-Location 3,Yerevan,INV-3574
PRC159182,2022-10-05,7.9,19750.0,M,G-Location 5,Yerevan,INV-3575
QPJ627993,2022-10-05,1.59,10335.0,F,G-Location 1,Yerevan,INV-3576
CLW271735,2022-10-05,7.4,44400.0,M,G-Location 1,Yerevan,INV-3577
WKZ198749,2022-10-05,7.78,38900.0,M,G-Location 4,Yerevan,INV-3578
FAZ411502,2022-10-05,4.52,22600.0,M,G-Location 1,Yerevan,INV-3579
ABK932885,2022-10-05,2.68,13400.0,M,G-Location 5,Yerevan,INV-3580
SYM702102,2022-10-05,7.62,60960.0,M,G-Location 5,Yerevan,INV-3581
FCE278779,2022-10-05,0.14,910.0,M,G-Location 1,Yerevan,INV-3582
KOF972852,2022-10-05,7.85,19625.0,M,G-Location 2,Yerevan,INV-3583
KQN371132,2022-10-05,6.17,33935.0,F,G-Location 4,Yerevan,INV-3584
NQJ798533,2022-10-05,0.21,1260.0,M,G-Location 4,Yerevan,INV-3585
SNC825038,2022-10-05,1.44,7200.0,F,G-Location 4,Yerevan,INV-3586
JQA427212,2022-10-05,3.28,19680.0,M,G-Location 5,Yerevan,INV-3587
JAD277523,2022-10-05,5.01,40080.0,M,G-Location 5,Yerevan,INV-3588
HKI687459,2022-10-05,1.34,3350.0,F,G-Location 3,Yerevan,INV-3589
FBX285058,2022-10-05,2.43,6075.0,F,G-Location 5,Yerevan,INV-3590
REB943408,2022-10-05,1.78,9790.0,M,G-Location 2,Yerevan,INV-3591
TKY597084,2022-10-05,4.77,28620.0,M,G-Location 1,Yerevan,INV-3592
BSD850618,2022-10-05,0.86,4730.0,M,G-Location 2,Yerevan,INV-3593
GRP889450,2022-10-05,5.72,34320.0,M,G-Location 3,Yerevan,INV-3594
LCZ741719,2022-10-05,1.11,2775.0000000000005,M,G-Location 1,Yerevan,INV-3595
KYM533521,2022-10-05,3.12,20280.0,F,G-Location 3,Yerevan,INV-3596
JHL380158,2022-10-05,1.75,8750.0,F,G-Location 4,Yerevan,INV-3597
END433846,2022-10-05,5.03,27665.0,F,G-Location 4,Yerevan,INV-3598
HDT441906,2022-10-05,7.77,42735.0,M,G-Location 4,Yerevan,INV-3599
ETY532347,2022-10-05,2.42,13310.0,M,G-Location 2,Yerevan,INV-3600
ONT504927,2022-10-06,5.11,10220.0,M,G-Location 4,Yerevan,INV-3601
ONO713853,2022-10-06,5.83,11660.0,F,G-Location 2,Yerevan,INV-3602
UYS283660,2022-10-06,3.83,22980.0,F,G-Location 5,Yerevan,INV-3603
HDY259245,2022-10-06,5.9,38350.0,M,G-Location 5,Yerevan,INV-3604
TZB979980,2022-10-06,3.59,7180.0,M,G-Location 3,Yerevan,INV-3605
YNW866090,2022-10-06,6.78,16950.0,M,G-Location 2,Yerevan,INV-3606
HQG295894,2022-10-06,7.06,35300.0,F,G-Location 2,Yerevan,INV-3607
FOI879512,2022-10-06,5.21,33865.0,M,G-Location 5,Yerevan,INV-3608
QQY620800,2022-10-06,1.45,3625.0,M,G-Location 5,Yerevan,INV-3609
UTW642140,2022-10-06,7.29,58320.0,M,G-Location 1,Yerevan,INV-3610
PGV723476,2022-10-06,2.61,20880.0,M,G-Location 3,Yerevan,INV-3611
HHA672202,2022-10-06,2.65,5300.0,M,G-Location 1,Yerevan,INV-3612
XYA836290,2022-10-06,2.48,19840.0,M,G-Location 3,Yerevan,INV-3613
LWM722635,2022-10-06,5.26,28930.0,M,G-Location 5,Yerevan,INV-3614
VBV804469,2022-10-06,7.06,38830.0,F,G-Location 2,Yerevan,INV-3615
HIS753470,2022-10-06,4.13,24780.0,M,G-Location 3,Yerevan,INV-3616
HFO188555,2022-10-06,6.4,16000.0,M,G-Location 2,Yerevan,INV-3617
TMO883247,2022-10-06,6.83,44395.0,F,G-Location 2,Yerevan,INV-3618
CJJ781298,2022-10-06,4.24,25440.0,M,G-Location 4,Yerevan,INV-3619
OIR987251,2022-10-06,3.83,21065.0,M,G-Location 1,Yerevan,INV-3620
TGT359600,2022-10-06,1.84,10120.0,F,G-Location 2,Yerevan,INV-3621
HHU980690,2022-10-06,0.99,2475.0,F,G-Location 2,Yerevan,INV-3622
ISJ999523,2022-10-06,2.87,22960.0,F,G-Location 2,Yerevan,INV-3623
FDY790226,2022-10-06,6.47,51760.0,M,G-Location 1,Yerevan,INV-3624
TYN286705,2022-10-06,2.79,5580.0,M,G-Location 4,Yerevan,INV-3625
SYV501755,2022-10-06,2.77,5540.0,M,G-Location 2,Yerevan,INV-3626
MEE173667,2022-10-06,5.46,35490.0,F,G-Location 4,Yerevan,INV-3627
MHJ854461,2022-10-06,4.07,24420.0,M,G-Location 1,Yerevan,INV-3628
NLZ687771,2022-10-06,6.83,40980.0,M,G-Location 2,Yerevan,INV-3629
XYA836290,2022-10-06,2.86,15730.0,M,G-Location 1,Yerevan,INV-3630
CXU295015,2022-10-06,4.36,28340.000000000004,M,G-Location 1,Yerevan,INV-3631
AWF345254,2022-10-06,6.13,49040.0,M,G-Location 1,Yerevan,INV-3632
ZHQ659592,2022-10-06,0.47,1175.0,F,G-Location 3,Yerevan,INV-3633
NQH395738,2022-10-06,3.69,18450.0,F,G-Location 5,Yerevan,INV-3634
MXQ470100,2022-10-06,4.12,10300.0,M,G-Location 3,Yerevan,INV-3635
YUU458900,2022-10-06,7.34,44040.0,F,G-Location 4,Yerevan,INV-3636
NDX506296,2022-10-06,7.58,60640.0,F,G-Location 1,Yerevan,INV-3637
IMR295970,2022-10-06,6.06,12120.0,M,G-Location 2,Yerevan,INV-3638
DDM629495,2022-10-06,7.28,40040.0,F,G-Location 3,Yerevan,INV-3639
RGB838746,2022-10-06,0.86,5160.0,M,G-Location 4,Yerevan,INV-3640
JDI514268,2022-10-06,1.81,4525.0,M,G-Location 5,Yerevan,INV-3641
PLI654471,2022-10-06,7.36,18400.0,M,G-Location 3,Yerevan,INV-3642
MDD771227,2022-10-06,5.82,29100.0,M,G-Location 5,Yerevan,INV-3643
QPQ801078,2022-10-06,7.89,63120.0,F,G-Location 1,Yerevan,INV-3644
RDT669127,2022-10-06,4.11,10275.0,F,G-Location 3,Yerevan,INV-3645
AOK457989,2022-10-06,6.81,17025.0,M,G-Location 1,Yerevan,INV-3646
IQO795014,2022-10-06,3.04,24320.0,F,G-Location 5,Yerevan,INV-3647
TTA391209,2022-10-06,4.47,22350.0,F,G-Location 5,Yerevan,INV-3648
QZT944242,2022-10-06,0.8,5200.0,F,G-Location 2,Yerevan,INV-3649
UDX595162,2022-10-06,7.12,39160.0,F,G-Location 4,Yerevan,INV-3650
LJJ431635,2022-10-06,2.15,4300.0,M,G-Location 3,Yerevan,INV-3651
PQL255211,2022-10-06,4.49,11225.0,M,G-Location 3,Yerevan,INV-3652
YVD321833,2022-10-06,6.24,37440.0,F,G-Location 2,Yerevan,INV-3653
XEV800082,2022-10-06,5.2,31200.0,M,G-Location 2,Yerevan,INV-3654
IFC715212,2022-10-06,7.81,42955.0,F,G-Location 1,Yerevan,INV-3655
YXS700863,2022-10-06,5.18,41440.0,M,G-Location 4,Yerevan,INV-3656
STV140800,2022-10-06,5.24,10480.0,F,G-Location 1,Yerevan,INV-3657
FWP182898,2022-10-06,5.48,10960.0,F,G-Location 4,Yerevan,INV-3658
ESS519485,2022-10-06,5.2,28600.0,F,G-Location 2,Yerevan,INV-3659
RDA563992,2022-10-06,3.56,23140.0,M,G-Location 3,Yerevan,INV-3660
NPH386066,2022-10-06,7.6,41800.0,F,G-Location 4,Yerevan,INV-3661
IBP313262,2022-10-06,1.37,10960.0,F,G-Location 1,Yerevan,INV-3662
BHN672148,2022-10-06,2.73,21840.0,M,G-Location 1,Yerevan,INV-3663
UYS283660,2022-10-06,1.7,13600.0,M,G-Location 1,Yerevan,INV-3664
FKJ554720,2022-10-06,6.78,33900.0,M,G-Location 5,Yerevan,INV-3665
SGX627924,2022-10-06,0.67,3350.0,F,G-Location 1,Yerevan,INV-3666
GXX877451,2022-10-06,1.49,11920.0,M,G-Location 3,Yerevan,INV-3667
NXP103148,2022-10-06,0.85,5525.0,M,G-Location 2,Yerevan,INV-3668
AVB982171,2022-10-06,7.38,36900.0,F,G-Location 2,Yerevan,INV-3669
JDJ809663,2022-10-06,5.43,10860.0,M,G-Location 2,Yerevan,INV-3670
FXG710954,2022-10-06,3.74,24310.0,M,G-Location 5,Yerevan,INV-3671
UUO196861,2022-10-06,0.44,1100.0,F,G-Location 2,Yerevan,INV-3672
QDC919295,2022-10-06,0.13,845.0,M,G-Location 1,Yerevan,INV-3673
QCW881407,2022-10-06,4.64,27840.0,F,G-Location 1,Yerevan,INV-3674
GHL646194,2022-10-06,5.57,30635.0,F,G-Location 1,Yerevan,INV-3675
NNK246993,2022-10-06,6.06,15149.999999999998,M,G-Location 2,Yerevan,INV-3676
DRB902233,2022-10-06,1.87,9350.0,F,G-Location 4,Yerevan,INV-3677
MFJ677988,2022-10-06,5.14,10280.0,M,G-Location 1,Yerevan,INV-3678
KYI909974,2022-10-06,2.16,4320.0,F,G-Location 1,Yerevan,INV-3679
YTB161116,2022-10-06,3.97,25805.0,M,G-Location 2,Yerevan,INV-3680
NST739614,2022-10-06,2.18,4360.0,F,G-Location 3,Yerevan,INV-3681
TZD760839,2022-10-06,7.22,18050.0,M,G-Location 2,Yerevan,INV-3682
IHL743840,2022-10-06,4.48,26880.000000000004,F,G-Location 3,Yerevan,INV-3683
MTZ681536,2022-10-06,7.8,19500.0,M,G-Location 3,Yerevan,INV-3684
DBF577963,2022-10-06,7.73,15460.0,F,G-Location 5,Yerevan,INV-3685
DTI145461,2022-10-06,4.24,21200.0,M,G-Location 3,Yerevan,INV-3686
GXL387431,2022-10-06,7.71,61680.0,M,G-Location 4,Yerevan,INV-3687
